text	category
 All the best ettan fansinte vaka ikkaykhe	Positive 
 100 kodi clubil kayariyathinu shesham arokke vannu	Positive 
 Ithu Simple  AICP anu CPIM(hero) DVP anu BJP(Villain)  Tovino varum DVP Kare urutti kollum   Climax AICP election  jayikkum.....	unknown_state 
 Oru kaaryam manasilaayee..paandi rajayum 30 crore nedillaa	Negative 
 Ikkake katta support  aa mamakam hit Thane akum	Positive 
 Vere aarkund makkale ee prayathil ingane mass kaanikunne oru hero	Positive 
 ഏട്ടൻ വേറെ levelaaa	Positive 
 Mamookkakk abhinayam ariyilla enn paranjal adhyam chirikkunnavar ivide like...	unknown_state 
 Madhura rajaye adichu potta kinattil itta stefen neduballi hajar hoom	unknown_state 
 love from a diehard lalettan fan	not-malayalam 
 Mamaangam valiya hit akatte  Lalettan and Thalapathy Vijay fansinte Ellavidha supportum undavum 🤗🤗🤗	Positive 
 100 crores? Madhura Raja or Lucifer comment please	not-malayalam 
 Onam lalettan eduthu ennu parayan paranju	Positive 
 romancham ennokke paranja koranji pogum ....athukkum mele	Positive 
 Dislike adikkan vendi mathram vannirikunnavanmar orupad undalloo sahikanindavula kazhuverikalk	Negative 
 Ayo last aaa stund yente ponnu ikka	Positive 
 Super  movie aanu but jai ne kollandayirunny	Mixed_feelings 
 mamooka enn uyir  enn anbu enn singamda enn muth mani... 300crore adikum	Positive 
 Trailer okke kollam pakshe evideyokkeyo pulimurukan keri varunnu ennu enik mathramano thonniyath??	Mixed_feelings 
 Katta ikka Fan's okke onnu like adichu pokke...	unknown_state 
 Padam vijayikkum  S&S COMBINATION WITH ROBOT	Positive 
 ഈ movie suppar hit akum എന്ന് ഉള്ളവർ like here	unknown_state 
 One day 10 lakhs viewers ! 78k like 🤘	not-malayalam 
 Enik matram ahno jishnu ragahvne pole nadane thoniayth . .RIP	unknown_state 
 Newer comment kanan vannavar like chey	unknown_state 
 kochi karan aya kunjali engane ee bhasha padichu avo :)	unknown_state 
 Maryathakku oru trailer polym irakaan arillaaayy	Negative 
 Heavy	Positive 
 Raja yude power kanichu kodukkande	unknown_state 
 Mass ennu paranja otta vakkeyollu ath mammookka!!!	Positive 
 Chetta Done... Deal... Wait... Trailer kollam ... massss	Positive 
 Superb & promising  trailer	Positive 
 Happy birthday mammookkka... Love you sooooo much	not-malayalam 
 Apppo hero aaranu?	unknown_state 
 70 vayasilum sema getha irukura mammooty Ku ho.....	not-malayalam 
 Uyante mone.......!!!!!! Ith eeeeth lookkaa mammootty ....... Vere level.....	Positive 
 lalettan rocks  thanks rajuetta  LUCIFER loading	Positive 
 Pottum  bengaali look  IDGAF mon	Negative 
 Ikka ikka....ikka ikka ikka ....ikka ikka ikka ikka....ente ponnu ikka....marikilla ningale njn marikuvolam...	Positive 
 Suraj ettan vere level...  1:01  Soubin ikka pwolikkum 0:33	Positive 
 Mamangam Vismayathinu 5 naalukal mathram Katta waiting	Positive 
 Cinema kand kazhinjitt veendum trailer kaanan vannavar undo ivide	unknown_state 
 edakku vannu kanukayum viewsum nokkunnathum arokke mammookka	Positive 
 Usmaane....vegam vaarikettiperukkeda...theeyum pokem parapichond oru koottam varunundeda....	unknown_state 
 undayum illa oru andiyum illa.nammuk nammale ullu...uffff dialouge 🤩🤩	unknown_state 
 Ayye luciferinte aduth polum etheella.Luciferine pottikanonnum ponnilla.Lucifer trailer kandappam mone oruuuu romnjam aayirunnu.Ithenthooonu ayyyye....	Negative 
 idum kuudi 37 aamathe repeat adi	Positive 
 Entammoooooooo..enikku kanan vayyaye.....ente ettaaaaaaaaaaaaaaa...........onnum parayan thonnunilla.....njan sthabhichu poyiiii.........	Positive 
 Madhura raja kku wait cheytha lucifer fans like adi...	unknown_state 
 urutam sounded a bit funny korachum koode punch avarunnu still super movie villain njerichu super	Mixed_feelings 
 Luciferine kaal madhurajaye ishtamullavar adiyada like..	unknown_state 
 Prayathinde peril ikkaye kaliyakunna ellaa naayinde makkalum nokkada 68 aam vayasil ninde oke thantha vcharichal pattoda ijjathi mass	Negative 
 1.34 seen ille prithviraj ninte face Pole thoununu	unknown_state 
 Achaayaan poliyaatto...   kolamaasss Kalki 🥰	Positive 
 Adipoliii padam....ellavarum must watch.....suraj oru rakshem illaa	Positive 
 Oh endhuvaadai idhokke aarkengilum dislike adikkan thono	Negative 
 Last aa chaadiyulla adi...   Athu screenil varumbolulla kaaryam	Positive 
 cinema premikalkkum tovino fansinum oru mass entertainment prathekishikkavo ichayooo karnam sadharana trailer vere padam vereah ipol	unknown_state 
 Not impressed  yenne kollale please manasilolladhu paranjanne olllu Suraj.jpg	Negative 
 Happy birthday mammukka from mohanlal fans	not-malayalam 
 Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best	Positive 
 Polichhhh malayala cinema vera level aakuvanallo... eni lalettan marakar	Positive 
 enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh..by a lalettan fann	Negative 
 Laleta pattunna kadhapathram cheeyy ningalk charithra cinema sheriyaakoola Aa samayam 2 adipoli cinema cheyyan nok borayitund dialog	Negative 
 Love you sir from vijay deavarakonda pavan Kalyan fans	not-malayalam 
 Oru 18	unknown_state 
 Ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......	Positive 
 poli  teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra?  ningalkko?	Positive 
 ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...	Negative 
 Ennem koode kootumooo nannayi abhinayikkam	unknown_state 
 Tamil nadu la irunthu yaarlaam mohan lal kaaga matum paaka vanthinga oru like potu ponga	not-malayalam 
 Parayan vakulkateetham  Paranjalla kandariyenda mahaa mamanga velayatathinu loogamengum therasheela pongi  Inne ellam kaalam parayum	Positive 
 Prithviraj is not there in Madurai raja	not-malayalam 
 Dislike adichu tholpikan pattila makkaleaaa.. Lalettan oru rakshem illa... Prethviraj pwlichu... Katta waiting for 28th...	Mixed_feelings 
 Ohhh ikkaaaa Enthane nigaleee mass kanichu kolluvo..... Love U And Katta waiting..... PDFs orapichuuu	Positive 
 Sunny chechine kurachu koode neram kanikarnu	Mixed_feelings 
 Trending 1 - Lucifer Trending 2- Narendra Modi  Ar jayikum??	unknown_state 
 Aju vargheese negatuve role aanen thonniyavar ondo	unknown_state 
 Last 10 seconds raja solarthan seyyiuvan seyyaruth mattum than solluvaa🤩	not-malayalam 
 Padam kandavarkku like aam Mass ka baap	unknown_state 
 Pwoli.. Keralathil kittiyillel telugil um hope ind	Positive 
 Ee mohanlal padam 150 crore clubil varatee	Positive 
 Ennalum ittimanide Chinese link endonnavum 🤔🤔🤔 Arkkengilum ariyamo ??	unknown_state 
 Orupaad ishtaayi ee padam englm hit aaya mathiyenu	Mixed_feelings 
 Ennalum davan coolayittu unda vizhungiyathu athra sheriyayilla... Padathil anaganills super..	Mixed_feelings 
 E Assasincreed  te trailer 2019 lu knnunavr etra perund	unknown_state 
 Supr hit avumo?...enkil adiku macha like here	unknown_state 
 Ramesh ettante first padam oru feel good movie aayirunnu ethum angane aakum enn karuthunnu	Positive 
 Dialog delevery shariyayilla.....act super aayirikkum mass lalettan	Mixed_feelings 
 Dileepettan fans vaka best of luck	Positive 
 Ithe ikka polikkum ne thonane. Laletten fansinte vaka ore all the best	Positive 
 Romanjification enta ponnikka nigal vere leval Aanu...	Positive 
 Padam pwlikm...ikka oru rekshayum ellah.....Age Is just A Number......from A10 fans..	Positive 
 Njan vicharicha pole alla ketto...sambhavam kidukkiyittundu	Positive 
 Mamangam alla avante apppan vannallum eth vijayikkum	Positive 
 Mamangan istam anne poli anne pakshe njangal marakar fans anne	unknown_state 
 Nalla trailer filimum athu pole aakum ennu pradheeshikkunnu	Positive 
 Otta vakkil paranjal vismayam mammookka ningal oru idhihasa taram tanne ennu veendum teliyikkunnu	Positive 
 LalettaN Poli 2 kg Potherachi Vangi Veetil Ponam🤩ഇട്ടിച്ചൻ	Positive 
 Mammunikal kuthiyirunn Dislike adikunund🤣🤣bloody patti theetams	Negative 
 Onnil kooduthal kandaavar ividea like adikk..nan.matram ano	unknown_state 
 Varika varika sahajare ... listen old version	not-malayalam 
 Entha chettan vilichittanu njn vannathu enna tovinoyode dialogue mass alle guys	Positive 
 Eee trailerinu dislike adikaaanum oru range okke venam 🤦‍ kashttam  Luv u ikka	Negative 
 Padam parama Koothara	Negative 
 Pwoli sharathe track mari mamagam 🤩	Positive 
 Ee cinima kannan athin oru name mathii .........S......... sunny	Positive 
 Aa chekkanu Jishnuvinte Chchaya  thonniyavar undo	unknown_state 
 Madhura raja Pokkiri raja  Rajadi raja Raja Manikyam Rakshasa Rajav	unknown_state 
 At last superstar rajinikanth dialogue	not-malayalam 
 edile chela police ne evideyo kandapole   vijayan sarkare anno	unknown_state 
 Ikka November 21 Ann oru puram thanne..pazhasiraja fdfs ormaverunnu..	Positive 
 Kerala police da Mavoist alla mavoistinte achane vare nammal adichodikumpinnalla	unknown_state 
 Thakarthu	Positive 
 ayyeeee.....ithenthu samsaram....slangue pattilla lelettanu ...... sadharana malayalam mathi aayirunnu....ithu nalla bore aayitund	Negative 
 Hang ayo	unknown_state 
 Ee varshatthe maraka mass padam kidu bgm	Positive 
 Ini katta waiting   Lucifer releasing day   Ettante fans like adikkeda	unknown_state 
 Kekan. Nalle. Sugam. Ingne.  Jeevich.  Nokk.   Pani.  Nalle. Kittum.   Ellla bagath. Ninnum	unknown_state 
 Oru KGF manakunundo...   Alla KGF ne thakarkkunna oru Mass item manakunund...	Positive 
 17K Views 112K Likes ‍ Youtube Are U Drunk🤣🤣	not-malayalam 
 Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu	Positive 
 Mammoookkaaaa.... kidu mammookka irangiyappo pilleru sasi aayi..	unknown_state 
 BGM Semma    from TamilNadu	not-malayalam 
 Mamookka oru rakshayum illa kidilan	Positive 
 Mattoru china town aavathirunnal mathiyayrunnu.. nalla ooola trailer	Negative 
 policekaarante nenjath chavitti nilkunnath maathram kaanan theatril poyavar aarelum undo?	unknown_state 
 Lucifer trailer ethineka kuduthal repeat adich kandavar like adi	unknown_state 
 Police pwoli anallo...lal inte thirichu varavu...	Positive 
 face kanikkathe mass kanikkanamengil ikkakke sadhikku	Positive 
 Id kanditt bestt actor movie ormma vanna arenkilum undoo	unknown_state 
 onnum parayanilla mammoka superb bgm woww	Positive 
 Lucifer njngal randum kayyum neeti sweekarichu.. Marichu..   Matham parayunna sangikal keri dislike adukkuvaaa... Oru myrum nadakkulla.....	Negative 
 Mammookka athirappalli vellachattathinte munbiloode nadannu pokumbole romancham vannavar like adi	unknown_state 
 Watch From  saudi. (Riyadh )	not-malayalam 
 Arjun reddy bgm poole thonniyathu enniku mathram aano?	unknown_state 
 Odiyanekaal kooduthal kanji vendivarum lucifarine	unknown_state 
 November 21ode kore recordukalk oru theerumanamaakum	unknown_state 
 0:28 - 0.33 athu ingerkkk matrame patttu... Sheriyalle.. :)	Positive 
 Njan youtubil new ana enn onnu support cheyumo pls	unknown_state 
 @ 0:26 - Kamal Hassan. 🧐🧐🧐	unknown_state 
 TRAILER KIDU	Positive 
 @vibin mangalassery	Positive 
 Madi idu madi laalletta  Ninga polichuuu	Positive 
 Dialog  bora ettan .saatha dilogu matre pattu .dileep .mammoka  dilogu suppera	Negative 
 Dislike adikaan vendi vannathaan pakshe ikka ee trailer kanditt dislike adikaan pattunnilla So ente vaka oru	Positive 
 Pwloichu LaletTa ettaN anu njn  Terrible devil mass maranamass	Positive 
 Odiyante releasinginu vandi kathu nilkukyanu laletta	Positive 
 Mammokka Age 68 ....     NO WORDS	Positive 
 Settt	unknown_state 
 Dhaivathinte swntham naadu kidukkaachi	unknown_state 
 Prithviraj illenu manasilayi surajine kandillallo. Siddik thirichethiyitund.	unknown_state 
 Best Cinematography Kidilan Oru Rakshayum Illa	Positive 
 Oru kidilam bgmum songsum malayalathil kelkkanam gopi chettan sadakuzhanju ezhunelkkanam	Positive 
 1:08  back groundile photo sukumaran sir .....lalettante appachan ...	unknown_state 
 Pala padathilum kanda scenugal kooti kuzhucha padam athine kidu mass ennoke parayaan kure andam kammi fansugalum	Negative 
 Ohh mamooka kalaki...Adipoli trailer... Best Wishes from Tamil Nadu.	Positive 
 Padam kurachode dark theme aakayirunnu	Mixed_feelings 
 njan katta llaletten fana ikka ettente pilleru koodu  ekkante pillerekkode aaagoshikkkan	Positive 
 1:20  Its not kannadan its kannadiga	not-malayalam 
 Kidu trailer  by katta mammooka fan	Positive 
 Trailer igananekiiii padam eganarikumennn onnalochich nokiyyeeee Romanchammm varunnnuuu Maranamass ettan	Positive 
 Mammookkayude sound oru rekshayum illa pwolii	Positive 
 A10 nte mass kanan vannavar Addik oru   like	unknown_state 
 192K views	not-malayalam 
 surajinte body transformation... ho... vere level nadan aakuvanello oro padam kazhiyumthorum..	Positive 
 ikka.......Trailer powli..  frm A10 fan	Positive 
 Trailer ittapozhekku dislike vannu athinu Artham avar ikkye pedikkunuuu. Love u ikkka	Positive 
 Ichaakkaa.. Pwolichu tto   All the best mammookka   By  lalettan fan	Positive 
 thalaivaaaa.......  sollarathu Mattumdha...saiva..... ethrayum nall evidarunu....    chillarkku kuru potti thudagi ....	Negative 
 Vijayude padathinde trailerinu okke kodukkunna support nammude malayalam movie kkum koduthoode	unknown_state 
 Tovino nte speech uff vere level mass	Positive 
 Padam nalladalla ennulla abiprayam kettukond poya enik Predeeshichadilum nalla super padam kanan kaziju Cash povilla 101%	Positive 
 Aa thumb nail ile look nokkiyatte. Oru adaar mass block ulla rangam aanen urappayi	Positive 
 Poi chav Madura raja illalpo oruthnm thalla pokkula	Negative 
 Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar'	Negative 
 Oru reksheyum illa 200 Kodi club ill kerum ennu orappolavar like adi	unknown_state 
 Pwolich ikka love from ettan fan	Positive 
 Mamangam is November   21.  Waiting	not-malayalam 
 17 k views 114k likes  YouTube hang aayii makkaleee	unknown_state 
 Njan padam kandu....kidukachi padam .....ellaarum ee padathe Patti negatives mathram parayunnu...I don't know why....any I lived this movie	Positive 
 Enta ponnooo..... Adaar item.... Ith pwolikkum..	Positive 
 Eniyum eniyum malayala cinema orupaad uyaragalil ethatte	Positive 
 Trailer kandale ariyam lalapande adutha padakam....	Negative 
 Thrissur pooram trailer  hidden details	unknown_state 
 Pettennu 1m akkkuu guyssss ikkaaa fansinte power kanichu kodukk	unknown_state 
 Against കമ്മീസ്	unknown_state 
 Eppam samayam 1:20 am 4million views 2:30 am akumbozhelum akumo(saudi time)	unknown_state 
 Katta waiting aanu makkale june 16th DERICK ABRAHAM entry	Positive 
 Vannu nammude mwuth John Abraham Palakal	Positive 
 Karikk nte videos ittall pinne youtubeinte trending system aangu maari mariyum🤩🤩🤩  #1 aangu maatikko	Mixed_feelings 
 0:43 muvattupuzha grand centre mall alle?? Muvattupuzha kaar indo ivude?	unknown_state 
 Njagaloke  kandittum verukanilalo  eatta Only reason   LAKETTAN	unknown_state 
 Enganey thonnunnadey. I. Trailer Inu dislike adikkan	Negative 
 Ethra peru unde Lalettante  punch dialog eshtapettavar	unknown_state 
 #Mamangam #Mamangamtrailer #Mammootty  mammoookkkaaaaaaaa polichuuuuuu	Positive 
 Nammade laletttante LUCIFER anu athukum mele  LALETTAN FANS LIKE HERE	Positive 
 30 min 400k view adichu makkale🤩🤩🤩	Positive 
 Padam first day kandittu vannavar arokke ind	unknown_state 
 Views 17k	unknown_state 
 Laalappaa ikkayod muttaan nikkandaa.RAAJAyum pillerum strongaa TRIPPLE STRONG.Laalappan koottiyaal koodoolaa.	Negative 
 All the best ikkaa nalloru padam avatte madura raja	Positive 
 Ikka.....   unni ettan    Ellarum polichutta	Positive 
 Ikka ningaloru sambhavamaa...   trailor thanne ethra thavana  kandittum mathiyavunnilla...   appol movie kola maranamass	Positive 
 Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu. Athethayalum ok ayi.  Lalettanrajuvettan	Positive 
 0:30 Theatre ilaki mariyan povunna scene 🤗🤗	Positive 
 video kande comments nokana guyz oru like	unknown_state 
 padam vere level aanu  big B ye kaalum mass aanu	Positive 
 Waiting for Mamaaankam Days	not-malayalam 
 Trailer kanditu mammooka veendum karayipikum ennu thonunu	Positive 
 ith kandappo pulimurugan ormavannavar like adi	unknown_state 
 Vinneth aanalle vivek oberoi kku sound koduthath	unknown_state 
 ente mamookkaa.... ijjathi....  romaja.kanjukam..  mammootti istham....  ithu kalakkum.. polikkum... thimirkkum	Positive 
 Gym Bossin Vidaa... Ittymaaniydde Margam Kali Ini Troll Lokam Bharikkum	unknown_state 
 Wawu..variety ayitt ind.. oru korean movie level..	Positive 
 lalettan masssda vyara lavala athukum myaley I love you laletta..	Positive 
 Vannu mona real raja ethu polikkum eni anu record maranpogunnathu madhuraraja mammokka king	Positive 
 Kidilam theme  Padam theatril kandrikum #lalettan fan	Positive 
 mollywoodin thala uyarthan  mammookkayude vaka puthiya oruitem koodi     mammookka fan like adi	Positive 
 100 cr aanannu Antony parayaan paranju	unknown_state 
 vere level....anne Ikka hatrick adikkummm.......ee  movie katta waiting.....vaishak sir	Positive 
 I'm a big fan of you Mammookkkaqq	not-malayalam 
 Polichu katta wait mamooka fans adi   like	Positive 
 All D best from challenging star D boss kannadiga	not-malayalam 
 Ente ponnoo ijjathii marana masss	Positive 
 open for online job for students	not-malayalam 
 12 Mani kazhn kaanunnvar ivde like	unknown_state 
 Ore daivam... pakshe marannamila.....lalettan... Eshtam...... Stephen	Positive 
 Dislikes have no roles# 66k likes mathi	unknown_state 
 Make up kurach koodiyo enn oru doubt	Mixed_feelings 
 Polichu machane Lucifer ellarum kananam .	Positive 
 I lik both lalettan and ikka  madhuraja kollam gud ishtyi trailer but lucifer vere level tanne anu	Positive 
 Nyan lalettan faanannu pakshe stylishaayitttu ijjathi padangal chyyan ikkakku kazhiyullu	Positive 
 Hit like yash bosss fannsss form kgf	not-malayalam 
 2Thavana kuduthal trailer kandavar like adi	unknown_state 
 1:34 side ill nikkunnath prithviraj alle	unknown_state 
 Mamangam & Kunjaali Marakkaar  MAMMUKKA & LALETTAN FANS Like here V R 1	not-malayalam 
 Whose here just for Sunny?  Hit like	not-malayalam 
 Trailer kollam pakshe annu blouse undayirunno	Mixed_feelings 
 ഇതിന്റെ background music kittan valla vazhiyum undo. Kidilan	Positive 
 Visual treat enu parnja dhe idhan. Mammooka	Positive 
 Nice trailer but manju again	Mixed_feelings 
 Njan mathramano e trailer onnil adhikam thavana kandath	Positive 
 Happy birthday megastar mamookka  once king is always king	not-malayalam 
 Dislike adiche  jimitttan fans n	Negative 
 ee trailaril ake oru bore ullu.....shajoninte oru shot....pulli kattil appiyidan irickunna oru feel...........	Mixed_feelings 
 Ee item vache mammal nammude pracharanam thakarkum	unknown_state 
 Polioru mass film airikumm anullavr like adiku	unknown_state 
 oronnu padam pidikan irangum..paisa poyathinte  deshyam kondanu ivide trailer thappipidichu comment cheyyunnnathu..arum kanallu .. thank me later	Negative 
 Pakahe prithivraj evide poyi? Pokirirajail undayirunuallo...???	unknown_state 
 Ikka varunnu iniyum maasukal srshtikaan in the age of 68 ikkaye ishtamullavar like kodukk	Positive 
 Chennai rohini theataril aareke undagum  fast day	unknown_state 
 Olaaaa   oooola  oooole	Negative 
 Pakka thane pore indha raja yude Aattathe  Madhura veera raja	not-malayalam 
 Katta Murali gopi fanzz adikada like	unknown_state 
 Iniyum venam kurachum koodi ulla trailer	unknown_state 
 Chill roomil kudungi ice aaayi ppopya penkuttiyue katha	unknown_state 
 SUPEEERRRRRR LAL ETTAN AND PRTHIVIRAJ SUPERB	not-malayalam 
 Ikka polikumen urappullavar like and comment please	unknown_state 
 Ntammoooo enna lookka nte Etta  Immathiri oru trailer pretheekshichilla.... Kikkiduuu	Positive 
 Watch #OreVidhi #Malayalam #Shortfilm  -	unknown_state 
 PTA nhi Bollywood walo ko aise movie banani nhi aate Kya	not-malayalam 
 Ithu vere level Padam aayirikkum . Enthaayalum Madhura Raja pole valiya oru vijayam aakatte	Positive 
 Dis like addichavark ende vaka naduviral namaskaram	Negative 
 Likes nd konda korayne??180k indairunu ipo 131k???	unknown_state 
 Now 5.2k dislikes Trailer varunnathine munpe ingane appol padam irangiyalo  Andha bayam irukkanam	Mixed_feelings 
 aa dislike  mikkathum  mohan lal fans aayirikkum	Negative 
 nyz .padam polikkumhikka with akka ishtamh	Positive 
 Fan fight alla malayaligalkulla abhimanam avattee	Positive 
 alelum immade jayettane pettu THRISSUR slang pedakan  aledaaaaa GEDYOOLLEEEE🤘🤘🤘🤘	Positive 
 Trailer release aakunnathinu munnae 1.3k dislike ooo	Negative 
 Hype kurakan Samthikoolla alle?   Ijjathi ittems oke irakiyal engane hype illathirikum.	Positive 
 Looks totally hopeless....Oru Kannan thamarakulam level padam aakumnnu thonninu...	Negative 
 DIRECTION IS REALLY HEAVY...... SEEMS LIKE MORE INTERESTING SCENES AND MUCH EAGERNESS WAITING ABOUT........... ALL IN ALL KIDU............. ROMANJAM............	Positive 
 27th Character poster.. Aaa suspense + hype inu kodukkanam oru like.	unknown_state 
 Padam kandittu  Vannavaradi  Oru kidukaachi Box office Karakkiyadi  Like	Positive 
 Mammookka did it last  sooper man punj is owsume	not-malayalam 
 All The Best Ikka & Mamangam Team	not-malayalam 
 Enna masss  bgm  Gopi sunder BMG's  vere level	Positive 
 Enallum pandu nasirum jayanum filmsintoru feel kittunilla new charithra cinemagalku sheriyalle	Mixed_feelings 
 16788 views but 82k likes	unknown_state 
 Cheriya pulli ala avan  Padiche kalana.. Laleatttannnnnnnnnnn....	unknown_state 
 Mass ka Baap   Maduraraja	not-malayalam 
 Angane july month ile ende aadyathe leave njan angu edukuva July 5 nu	Positive 
 FDFS  for sure samshayam venda	Positive 
 Trailer adipoli anne paranjal pora vere levala	Positive 
 Evg raja ni8 stephen big Ms rulling social media	not-malayalam 
 Any tamilnadu & telungana  surya fans here????? 🤪🤗🤗	not-malayalam 
 Ippo time 2:34 am... Kannunavar	unknown_state 
 Tovino ichayante  Police vesham kandapolu eniku mathramano thonniyathu Kasaba Film Mammookkaya pole ichayanu varunu	unknown_state 
 Sambavam kidu ayandu..but pratheekshikkan pediya.. sherikkum pedichitta	Positive 
 We have SLR gun  Slr -marksman rifle        Bullet-7.62 8x supported  Pubg daaa	not-malayalam 
 17k view	unknown_state 
 Uff. Oru rakshayumilla. 6 thavana kandu. Pwoli. Ikka mass	Positive 
 massss ikkkaaaa vaishaakannaaa thanks all the best	not-malayalam 
 Nammal innu ee cinema kandu. Narthe njan lallettean fan ayirunnu ippol njan mammooty fan ayi	unknown_state 
 #Mamangam era. Awsome trailer. 1.50 - 1.55 .	not-malayalam 
 Entharanjittadoo okke unilke cheyyanee.......naanamketta paripaadi....kashtapettu cinima edutha ....athulim koreee ennam und ....vivaadhavum kond irangikolum	Negative 
 All the best from prithviraj fans🤩. Next prithviraj mammukka vech padam varatte....katta waiting	not-malayalam 
 Allelum murali gopi moviesinte trailer kidu aayirikum pakshe padam disaster aayirikum	Mixed_feelings 
 Venda kutaaa... Urutaaam.....  Tovino ishtam🥰 Katta waiting	Positive 
 Katt waiting far lalattan far lusifer	Positive 
 Jayatten muthan nammade mass aanpolikk jayettasupport cheyyumnn ullavar ivide like	unknown_state 
 Become an arjun asokaN fan. .. padam kalakki	Positive 
 Ettante look oru rakshayilla..... Chumma kasarii....	Positive 
 Keep going mammukka....  katta waiting...	Positive 
 Avalde pooroke adich pottichittundavum Valla kollasangavum 🤣🤣🤣	unknown_state 
 Chaadi vettal kurach over aayo ennoru doubt	Mixed_feelings 
 Aare parayipikkaan aanaavo unlike cheyunne for the unlikes inte vaayeku adi makkale like.....	Negative 
 vivek ovaria ka carar barbad Kar diya salman khan ne i het salman	not-malayalam 
 Love From #Mamookka Fan..Ee padam pwolikkum..#Katta_waiting..Rajuvetta Enta Romam okke enittu ninnu breakdance kalikunnu..	Positive 
 Malayalathile kgf nrachi mari mandristanam ayi athe ullu	unknown_state 
 Pakka mass..... Ikkka heavy    Bgm pwolich	Positive 
 Inganeyumundo pottanmaar... Pramukhanmaar... FAN made aanu hey.... Ha ha	Negative 
 Peranbinu shesham raja 2 diffrence character mamookaada ഇതാടാ നടൻ ഇതവണമട  നടൻ  mamooka	Positive 
 Ee Padam hitakkamo ennnariyilla   Pakshe ee Onam oru theatrill full cinemakkala	unknown_state 
 Ippam ivide ullvar laik adichu poku	unknown_state 
 Jayettan  porikkum urappa    Jayettan super aa  tcr    Slangil	Positive 
 Onnum parayaanilla Kanda Eee hangover aadhyam onn maaratte	Positive 
 Enikk oru 10 like taroo plz	unknown_state 
 Marichu veezhumbol Ulla aa nanaja Kai..athile Katti Romam..lalettan thanne aano..I mean double role!!!!!	unknown_state 
 Trailer varumboyekkum ethu naayinte makkalaa dislike adikene	unknown_state 
 Adipoli trailer lalettan faninte ella supportum undakum ikka kiduki	Positive 
 Laleetanu ikka fansite  Best of luck	Positive 
 Tamil la yo Dubbing pannunka pulimurugan dubbing panna mathiri	not-malayalam 
 1:47 vfx aavashyamillayirunnu.. mammukka mammukkayayi irikunnathane nallathe	Positive 
 P K Ramdas enna vanmaram vinu pagaram aru...athanu chodiyam?	unknown_state 
 Da ikka da mass da ikka ummmaaaa	Positive 
 SHOOTING LOCATION :  PAYYANUR SUBRAMANI SWAMI TEMPLE	not-malayalam 
 Ellarm polikkattee.. ikka unnimukundan Prachi tehlan achuthan...fanism marann ellarm e padam kanumenn pratheekshikkunnu	Positive 
 173k views 173 k like... Pwoli	unknown_state 
 ee  vishu lucifer  angu eduthu ennn paranjekkan paranju	Positive 
 Jimikki kammal cross 99 m views	not-malayalam 
 Makkalee boxoffice pottitherikkan pokunnu.. katta waiting	Positive 
 Madhuraraja trailer kandathinu shesham Ivide vannavar Like adi	unknown_state 
 Newton enna hindi cinema orma varunnu	Mixed_feelings 
 Dislike adicha ella mammuni pooranmarkum naduviral  namaskaaaram poy rodich theerkada pooooooranmareee	Negative 
 Tovino machante katta fans adikk like	unknown_state 
 Raja+ Murugan= Maduraraja Sambhavam kidukki  Waiting For re entry of mammookka	Positive 
 Haters noke kurachu kanjii edukatte..  Pakkaa mass	Positive 
 Eee trailer trendingil thanne nilkanam. Orupadu alukalilek ee trailer ethicheranam	unknown_state 
 Ithanu njngak ishtamm olla mammooka..padam hit avatte..from an ettan fan	Positive 
 0:46   vere level scene	Positive 
 Die hard  Mohanlal Sir Fan	not-malayalam 
 Ini saakshyam vahikkaan pokunnath... Adiyude idiyude vediyude pooram	unknown_state 
 Trailor vannapol unlike adikunna kure pooranmar  poi chathoode kunnakale	Negative 
 @1:26 voice over aaraanu ariyuo? Vivek Oberoi kku dub cheythirikkunna voice??	unknown_state 
 Raju ettan I'll . Raju ettan ilangil or ith indavilla	Mixed_feelings 
 King of Malayalam Cinema !!! MEGASTAR MAMMOOKKA	not-malayalam 
 eee mammunnikk 10 million onnum ethikkaanulla traniyilla	Negative 
 Dislike adicha thayolikal etha vaaaa...ithu polorennam kandittu dislike adikkan thonniyallo	Negative 
 WAITING FOR RAJU ETTAN AND LALETTAN CONBO	not-malayalam 
 #ಕನ್ನಡಿಗ mohanlal sir fan from Karnataka	not-malayalam 
 Ingalu puthu muga director aano Rajuvetan	unknown_state 
 #L2 Finale Announcement post kand Trailer കാണാൻ വന്നവരുണ്ടോ?!!	unknown_state 
 Bilal John Kurishinkal  John Abraham Palakkal	unknown_state 
 മാക്സിമം ഷെയർ cheyyu.... Trailer erangunnathinu munp maximum likes...	unknown_state 
 Memories + D16 + Great Father + Ganster :P	unknown_state 
 aaraadaa dis like adichathe hae .da da da	Negative 
