text	category
 Polladha boomi song yen movie la varala	Positive 
 Pink hindi movie trailer paarunga..movie slowand sad thaan..hindi remake ..amitabh in ajith role	Positive 
 komali rasini vesam pottu tamil ilichavayangala ematharan	Mixed_feelings 
 Padipa mattum namma kitta irunthu eduthuka mudiyathu  la oru Varthai thalaiva	Positive 
 Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala	Positive 
 Nammaku thevaiyanadhu namba than adichi vanganum	Positive 
 Superb thalaiva .... Love you thalaivaaaa......	Positive 
 Big answer to sahoo from tamil Chiyaan uyir	Positive 
 Paaah Enaa Intnse ah irukuu....A Vetrimaran Flm....Enga Vijay anna unga kuda oru padam pananum	Positive 
 Vandhuten nu sollu thirumbi vandhutennu adhe styleoda thirumbi vandhuten nu sollu	Positive 
 irumugan maathiri irukku          voice aa  sonnaen	Positive 
 Thalaiva unna minja yaaru Inge love u sir	Positive 
 Ajith Kumar And Yuvan Shankar Raja Music Rockkkingggg Waiting For Aug 10	Positive 
 Trailer pathu veri aetha varavanga yaravathu..??!! Waitinggg	Positive 
 A shankar film arr bgm	Positive 
 Arunthathiyarkal valkai poor nirainthathuevanum evanukkum adimai illa ,kalvi yevanalum parikka mudiyathu..sakkilianda	Mixed_feelings 
 vjs kaga ve padam mazzzzzzz hit agum.. sethupathy fans hit like	unknown_state 
 Mai langue nhi samjhta but dekh ke maza aagya osm thlaiva	not-Tamil 
 Mass na Marana massu da  Thalapathy fans	Positive 
 Ivara troll pana epdi da ungalaku manasu varuthu thalaivar thalaivar thaan by thalpathi  fan	Positive 
 100 hari padam patha mathuri irukuuu...suma sara saranuuu scenes pogudhu... Waiting to see in big screen....	Positive 
 Poi appa character iruntha nadika solluga setaaa agala 2.o mass ithu  pushhh	Negative 
 I     love   rajini	Positive 
 Movie Paathachu kandippa  ellarum pakkanum vera level la irukku movie Dhanush Anna Acting marana mass ah irukku	Positive 
 Aiyoo Sema Mass.. Thala Look Marana Mass Pa...Yuvan Sir Bgm Sema ...Marana Waiting ...	Positive 
 Moms be like..akshay kumar nalladhu dhaana senjaaru...avara poi konnuteengaley da apparasandigala🤣🤣	Negative 
 Meme pathutu teaser paka vandhavanga matum like podunga   5 muraiku mela pathavanga like podungha	Positive 
 Padam release panathinga bayangara loss aavinga thalapathy vararu	Negative 
 Mujhe doubt h   ye movie YouTube pe available hogi ..	not-Tamil 
 Thalaivar's dance in last scene looks like silambattam movie Simbu avlo energetic a irukaru pa🤘🤘🤘🤘🤘	Positive 
 August 10 waiting  thala movie nerkonda paarvai	Positive 
 Evaraku vyasuu eraadu. Awesome in every frame	Positive 
 Thalaivar super   petta dialogue semma mass ah eruku thalaivaa🤙🤙	Positive 
 Manitha kadavul Ajith Kumar .....  Love you thala... Udal mannukku uyire Ajith Kumar ku ....En Sami	Mixed_feelings 
 BGM vera level gv Prakash fan daw	Positive 
 I am Vijay fan i love Ajith	Positive 
 Thalaivaaa!!!..therikka vittuta thalaivaaa!!..vayasaanalum unnoda alagum stylum konjam kooda maarala	Negative 
 trailer ah ye pakka mudiyala eppudi padatha pakkurathoooo	Negative 
 Kaidhi movie pray for success andra suryaaaa fanzzzzzz	Positive 
 Yarellam kamalvude video song wait pannura🤩🤩	unknown_state 
 im watching it again & again & again & again.....& again & again & again & again..............................	Positive 
 I am thalapathy veriyan but irunthalum rajini siraraiyum pudikum	Mixed_feelings 
 Enna da acting Thala punda marri pandra	Negative 
 Hindi mein bhi release karo movie	not-Tamil 
 first time rangaraj  pandeykey allu  vidudhunna adhukku oppositela namma thaladan reason ......love u thala. sir.....	Positive 
 God of Indian Cinema Super Star RAJINIKANTH.... Thalaivaaaaaaaaaaa.... MaraNa BangaM....  Inimel Hollywood'ke Nama Dha Level....	Negative 
 PAAPAA PASANGA PONDAATI PULLAINGA SENTIMENT ERUNNDAA ODIRUNGA THALAIVARE KOLAI VERI LA ERUKKAARU	Positive 
 I love Akki so much	unknown_state 
 Ennagada 44k views 56k likes aaaaa!!!!	unknown_state 
 Thalai yum yuvan um iruntha antha padam mass hit than	Positive 
 MASS KA BAP ( THALAIVAR )	Positive 
 MY INSPIRATION HERO(SIVAKARTHIKEYAN) MY REAL LIFE HERO(MY MOM)	Positive 
 thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, ethana per underwearoda oda porangalo.......	Positive 
 Thaliva vjs epoma mass vilan netha pa say like it	Positive 
 Vera leval sk going to next stop ...	Positive 
 Tamilaka muthalvar Rajni sir allways king	Positive 
 Dae 6pm kula 1m likes kondu varanumm	Positive 
 Marana mass thala.. u1 bgm vera vera vera vera vera level	Positive 
 Phone use panra ovvoruthanum kola kaarunungathan...	Mixed_feelings 
 Epo yaralaa trailer pathuttu erukinge like podunge	Positive 
 Awesome trailer Vikram style vera level	Positive 
 #Thala mass da Padam vetri pera #Thalabathy rasiganin valthukkal	Positive 
 Action king Arjun fans like here	Positive 
 You kena tunggu lebih lama lagi.untuk takhu saya	not-Tamil 
 Oruthavanga mela Katra viswathala innorathavangala en asinga paduthuringa....ithula etho iruku???	Positive 
 Hindi main kyun nahi aaya bhai.......	not-Tamil 
 Omg THALIVAR Mass da ...	Positive 
 Likes will be more get it fools vjmaaa anilu ammaiyan fans and vjmaa	Positive 
 Am vjs Anna fan Anna am waiting sangatamilan  mass pannuga ji super ji super ji super ji	Positive 
 Ennada ivlo mokkathanama iruku padam Doubtan so sad en thalaivana asinga padutharamari iruku	Negative 
 Terikudhu trailerdhanush evlo variations looks...super ya..	Positive 
 Aiyo yenga veetla chutti TV varathey!!	Positive 
 Yen Mandakasayam , Mela irukaravan kittaye keklame	Negative 
 Thala is back mass nu solravanga mattum inga like pannunga	unknown_state 
 thalapathy trailer erangi iruntha Saahova oda vitturupom. Ajaakunga thar perumai pesiya naasama pona kathai thodargirathu.	Negative 
 Pande TV layum super ah nadipinga movie layum nalla nadichurukinga	Positive 
 Ketta paiyan sir intha Kaali	Positive 
 kadaram kondan is a name of mudhalam rajendran	Positive 
 Great movie . weldone Rajini sir and Aksekumar sir !!!!	Positive 
 g v neenga nadikirathuku pathila music potrukalam meratitaru	Positive 
 Padam blockbuster nu solravanga matum like	Positive 
 Andha gun sozhatra style Vera level....	Positive 
 Naagha #thala  fans ila..family daa	Positive 
 Batman maathri irukku ana maranama irukku	Positive 
 Ivanlaam oru aalu p***da ivanlaam hero va	Negative 
 En thalaivana pola yarum illadaa en thala Rasigarkal hit like	Positive 
 Aiyooooooo theivameeeeeeeeeeeee tnqqqq karthiik suburaj sir	Positive 
 many many many many many many	Positive 
 Felt like a 90's mass Tamil movies style	Positive 
 Thala sema soldravaingala oru like podunga	Positive 
 Indha manusanuku oru nallathu nadakanumnu ninaikuruvanga like podunga	Positive 
 plz realize at telugu also sir	Positive 
 Mahesh Babu and thala Ajith mutual fans hit like	Positive 
 THALAIVAR Fan.. But Thala mass	Positive 
 Gonna fabulous revenge drama I guess	Positive 
 Sathiyam solren adichi andraverda oda vida poren manam ponam en porupilla......mass	Positive 
 marana kattu kata porom pongaluku thavaivaaaaa	Positive 
 Looking Like Hindi Movie Pink Remake   Like Ajith Comment Vijay	Positive 
 Enu enu enu neraya edurpakuran makkal selva fans like here	Negative 
 Enna daa Sollaama Kollaama Pochukkunu Trailer ah Vittutinga  But Thala Vera LEVEL	Mixed_feelings 
 petta padam vera level. marana mass da idhu rajini gethu gethu thanda. TM AUDIO GURU	Mixed_feelings 
 Semmmmmmaaaaaaaa entha petta elaraum aduchu andarver oda oda veda poguthu paru. ..elam pugalum karthi supuraj ky	Positive 
 PETTA  or VISWASAM ? ME PERSO PETTA	Positive 
 Aa grace aa style aa mass	Positive 
 Rajani sir nd prabas Fan's like here	Negative 
 Sooperuuu....Rajani looks very stylish...All the best rajani saar...From telangana	Positive 
 Isai Thalaivaa Bgm U1 stunning	Positive 
 Super iam ajith. Fan.  Sama.  Mass	Negative 
 dai thirunelveli enga thala yoda kotta daa	Positive 
 Trailer nala cut paniruka ana padam yapadi varuthunu papom... Yathavathu padathuku cupe eruthichu apuram... Kovitha kovitha tha	Negative 
 Looks like d Mixture of  Kaala+Kabali.....       Sure   Anthor DUD .......	Positive 
 Dislikes Poetta Avunga Amma Silukku Da	Negative 
 Trailer ah trending list LA thedunavanga laam lyk podunga	Positive 
 I love that song Kamala kalasa	Positive 
 Thalaivaa vera level.i love u thalaivaa	Positive 
 4 months akiduchu likes 844k bigil 4 hours la 1 million likes	Negative 
 Trailer pathukitae irunga thala fansLet make it big	Positive 
 Diwali ku tharamana saanbavam pola varattum varattum waiting	Positive 
 Diwali ku sambavam unduu....#kaithi marana waiting	unknown_state 
 Semma thala music king Yuvan semma	Positive 
 Ippa inna Panna poram pongalukku petta parak	Positive 
 Massive visual extravaganza .Proud moment to Indian cinema	Positive 
 Ennada one million like Kuda illa	Negative 
 Tirunelveli slang..kekrapa evlo alaga  iruku	Positive 
 idhukku mela thalaivara styla yaralayum katta mudiyadhu	Positive 
 Sirappana tharamana sampavangala inimae than pakka pora	Positive 
 Marana MASS........ Unmaiyave CHINNAPAIYAN MARI THALIVAR STYLE ah than irrukaru...... Vanga THALIVAAAAAAAAAAA vanga we are waiting for you.....	Positive 
 Any Sri lankan die hard fans?	Negative 
 Sk padama illa action king padama nu therila	Positive 
 Vetrimaran - dhanush - gv  combo vera level ah irukka poguthu movie....	Positive 
 Apdiyellam Nadakadhu nadakavum koodadhu  Indha scene ku theatrela	Mixed_feelings 
 Stage ah iruken ah .. Next level	Positive 
 Thalaivar ku age 69 na illa 20 ya....	Positive 
 Dislike potavan ellam sam anderson fans.....	Positive 
 Yuvan Shankar Raja nailed it  Bgm vera level  Love you Shankar Raja	Positive 
 Will it cross sarkar teaser likes?	unknown_state 
 Akshara vikram oda ponna irukum padathula ...	Mixed_feelings 
 Vera level intha Diwali kku kaithi in sirappana sambavam irukku	Positive 
 MY FANS LIKE HERE Nammale sollika vendiyathu tha...	Positive 
 Ye YouTube pe kab aaygi Hindi mein upload Karo plz	not-Tamil 
 Andha last la black shirt dance walk semaa	Positive 
 Pollachi mater yana achu konjam yasiga	Positive 
 3 days trending  no 1 srilanaka	Positive 
 Thala  mass ivra yerlium control panna mudiyathu. Nkp marana waiting	Positive 
 Petta... Paraak.. Waiting for Superstar 90's re-entry	Positive 
 Pink ka vida marana mass suhh trailer	Mixed_feelings 
 Vera Leval Thala Na Chiyaan Vikram Fan I love you Thala	Positive 
 Niraiya niraiya niraiya niraiya irukku...NKP update .. waiting	Positive 
 Makkal selvan Vijay sedhupathy fans hit like	Positive 
 Rajini sir fans sarbaga best wishes	Positive 
 48 HOURS LA 2 MILLION LIKES VARUMA VARATHA ? VARUM NU SOLRAVANGA AGREE ??	Positive 
 I'm Thalapathy #Vijay fan Bt i like Thala #Ajith	Positive 
 Mr.vandu kort la ipdilaam kaththa kudathu	unknown_state 
 Ethana janmam eduthalum Rajini fan dhan da !!	Positive 
 Thaaru maarrrrrrrrrrrrrrrrrrr Thalaivar marana maassssssssss.. Happy Happy	Positive 
 Trailer Nala irukanu oru than comment pandranu paru....like panuga like panuganu...yarda nengalam...🤕🤕	Mixed_feelings 
 petta trailer keta rajni nadicha ellam padam mashup pani irukinga	Positive 
 Superstar nu sollikitu matha actors lam vanturathinga, Thalaivar fans kola kaandu la irukom kollama vida maatom	Mixed_feelings 
 TO HATERS sathyama solren, adichu underwearoda oda vituruven, maanam pona thirumba varadhu paathuko	Positive 
 Athu epadi da views 50k...likes 91k ... How?	Negative 
 but it does not meet sarkar view records	Positive 
 Thalaivaaaaaaaaa... Vera level trailer... Marana masssss ... Love u always...	Mixed_feelings 
 Hit Like IF YOU ARE AKSHAY KUMAR FAN ...	Positive 
 Hello ennathu 2.0 trailernu search panna transformers ultimate vanthiruku i love my star ille super star rajini sir	Positive 
 oruthar mela nega viswasam katurathu naala yen inorutha mela verupu katurega	Mixed_feelings 
 Veera lvl thalaivaaaaaa awesome Shankar sir	Positive 
 Intha Manusunaku Age Agutha illaya? Onnumey Purila pa	Positive 
 mass  class Thalaiva Vera evanum ila	Positive 
 Karnataka state kannada language transfer Madi release Madi Sir plz thanks vandanegalu	unknown_state 
 super star rajanikanth stylish look trailer	Positive 
 Sema dialogue  nilam irundha pudinkikuvan  ruba irundha  vangikuvan ana  namma padippa evanalum vaanga mudiyathu	Positive 
 Sk fan but ajith kum FdFs tha	Positive 
 movie mokka etha movie ya copy adushamari erukku	Positive 
 1:55  Koola gandla eruke superrrrr	Positive 
 Thala epolthume jahat ta... Haha from malaysia	Positive 
 Thalaivaaaa...u r great happy to see your style again......	Positive 
 Intha like intha views pathadhu ininum niraiyaa niraiyaa.......	Positive 
 90s la patha mari irukaru andha thalaivar pah... Andha super star  music kekarathukea kuttam kuvichuthu	unknown_state 
 Ohhhhhhhhhh...... Godddddddddd    THALA	Positive 
 Last bid play in 0.25 speed rajini sir changing as Akshay Kumar getup..	Positive 
 Kola gaandu la irukken Mavane kollama vida maten........ Semmmmmma gethu dialogue	Positive 
 Othaaa... Marana  masssss daa	Mixed_feelings 
 Dei point blank padatha apdyiea eduthu vechrukinglaa da...	Positive 
 asuran Asuran the extraordinary  jai danush	Positive 
 karthi semma mass ah verithanama irkaru	Positive 
 You kena tunggu lebih lama lagi untuk tahu saya...🤩	not-Tamil 
 Enna bro commercial thukkala irruku poleyy	Negative 
 4 days #2 trending  Mass of thalaaaaaaaaaaaaaaa  No one can touch the thala feet	Positive 
 Trailerae padam kaatudhey.. Appoa padam ennennellaam kaatum.. Cannt wait for Petta... Paraaaak fast🤘🤘	Positive 
 Zero is best 39m views in just 18 hrs	Positive 
 Konjam othingiru odi pathingiru varathu THALAIVAR.....	Positive 
 Yen 2.0 tamil trailer CBFC certificate la U nu pottutu hindi CBFC certificate mattum U/A pothu irrukanga	Mixed_feelings 
 Vaaa Yelundhu Vaaaa... #Asuraaaa #Dhanush ... #SalemDfc Online Dead . #AsuranFormOct4th Release.	Positive 
 Thalaiva................     VJS #lub	Positive 
 Engada poniga madhurai karange madhurai yedtha mattu like poduvingala ennada dai	Positive 
 ayyoooo thalaivaaa pinnitingaaaa super marana mass sema style thalaivaaa i love uuuuuuuu semaaa	Positive 
 Movie seems like Hindi main hoon na..	Mixed_feelings 
 Deii full fight ahyum trailerla pottirukkeenga 🤣🤣🤣🤣🤣	Mixed_feelings 
 Nice trilar. Oruthar mela viswasam katrathukaga, mathavangala en asingam paduthuringa.	Mixed_feelings 
 Verithanam ma na Sivakarthi Anna fans Like here	unknown_state 
 Paakurathukae pudhumaiya iruku namba thala Siva va vitadhum.	Positive 
 cell phone mela ivnuku oru kannu da	Negative 
 Thalaivar vere level..trailer eh  ipdina movie confirm marana mass	Positive 
 Kola mass la aaaattthiii pangam panitinga block buster	Positive 
 Sk get up verithanam....yuvan bgm awesome...sema treat thaaa	Mixed_feelings 
 Fdfs pora thala fans Ellarum comment pannunga ‍‍‍‍‍‍‍‍	Positive 
 Adappainggela... yaruda neenga... shankar sir	Positive 
 Goose bumps thank you karthiksuburaj	Positive 
 3.7k dislike katharalas 🤣🤣🤣 Konjam OthingiruOdi PathingiruVarathu ThalaivaruPetta Paraak	Negative 
 Firstday first porvanga mattum like podungga	Positive 
 Sirappana Tharamaana Sambavangala Inimei Tha Paaka Pora!!🤘🤘Marana Waiting..	Positive 
 Nadikrathukunu vanthta nadikanum ...enniya ithu ... old thala	Positive 
 Remake padathula nadika Kooda thani dhillu venum adhanaladhan thala eppavume thaladhan	Positive 
 Ippa enna panna poram ellarum like poda poram	Positive 
 wating for movie kaavuting start now	Positive 
 Sathyama soldren thalaivar avlo azhagu  feel pannavan like pannu	Positive 
 Kaapan trending no 1 any surya anna fans like here	Positive 
 Deepavalikku entha moviekku wait pandrega Sanga tamizhan) Kaithi)-----commend Bigil---------like	unknown_state 
 Sk Fans Saarpa Valthukkal Dhanush Anna	Positive 
 Marana mass na adhu naanga thanda AK Brothers	Positive 
 Sa Na kita koduthurukalam.gv thaan acting la pooitarula   . Dear vm pls give sana dhanush combo .	Negative 
 Ennadaa Innum Like pannunga, comment pannnga nu evenum picha edukka varalaye nu nenachen... Tha vantaanuga illa.	Positive 
 Ellam avan saeyal ah remake pannitegala da...  Athuvaey remake thanah	Negative 
 Yendha David pula nu theriyala dislike panirukan...	Negative 
 Mass Marana Waiting SK Hero தரிசனம்	Positive 
 Old rajini is back....... Tharamana sambavam intha pongal ku iruku.....	Positive 
 Karthi ku this movie hit kudukum.Here like.	Positive 
 Thala	Positive 
 Nanu Thalapathi fan than..... But Enakkum Thala yea pudikkum nalla irukku ...... I'm waiting... This movie kku	Positive 
 Bgm pakka 0.4...Thala Always Mass...Belive it mass one	Positive 
 Eli romba Val attudhu konjom veratunga Thalaiva	Mixed_feelings 
 Harris jayaraj music panni irutha nalla irukum	Positive 
 199K left for 1M likes	Positive 
 1 million likes reach aaguma	Positive 
 756 k likes reached aairuku pangalingala adichi thookalamaa ‍‍‍‍‍‍‍‍	Positive 
 Otha Vera leval sampavoo,Thalaivaa, DHANUSH BLOODS solla karvama iruku mass pannitaru thalaivaru,,, love you Thalaivaa	Mixed_feelings 
 Blockbuster aga valthukal from sk bloods	Negative 
 BGM    karthi  telugu fanz like here	unknown_state 
 Semma super star sister Thalapathy namaka	Positive 
 Wishes from Kumari sk Anna fans	Positive 
 irunthalum ivalo periya padathukku, mobile phone adippadai kathaiya irukkurathu konja mokkaiyathaan irukku!!!!	Negative 
 Rajini oda DNA va save panni veinga pa. ivaru madhri innoruthar vara maataru	Negative 
 Trisha Vara level super star maranaa kattu	Negative 
 You kena tunggu lebih lama lagi untuk tahu saya	not-Tamil 
 Thalaivaaaa ... 70 vayasu la nenache paaka mudiyadha energy,style  ..maranana mass	Mixed_feelings 
 Padam romba amaidiya irukumpola  Paawam ajith	Mixed_feelings 
 Enga Thala epovum mass thaan	Positive 
 super trailer atanala ellarum movie superhit adikum payathila irukanga	Positive 
 Indha padathuke BGM therika vitrukaru U1. Valimai padathuku nenachu kuda paka mudialada Sami.	Positive 
 Vera level trailer   4d sound   3d movie	Positive 
 En periyaappaa than thalaivar....antha alavuku  en thalaivara Enku pudikum..... Love u thalaivaaaa...umaaaaaa	Positive 
 Ipaa yar yaarlamm comment pannitu irukengaa.....	Positive 
 enna da views or likes varave ila	Positive 
 Mass ah iruku chiyan epovum masss dhan acting king	Positive 
 Marana waiting for dhanush anna asuran	Positive 
 Simran mam neega superstar ra vida young irukingalae super	Mixed_feelings 
 Mass lam assaut a pandrapla	Positive 
 Rajni sir fan like here	Positive 
 Thalaiva va va va va va	Positive 
 Only for superstar and makkal selvan	Positive 
 Vera level la padam irukum nu solravanga like podunga!!!	Mixed_feelings 
 Ennada panni vechirukke editor appadiye kadha full a sollivechirekke	Negative 
 1:41 paruthiveeran Karthi paartha maatiri irundhadhu udhada Merida massu sema massu	Positive 
 BGM therika vitirukaaru yuvan vera level ajith	Positive 
 Jigarthandala alukuni kumaru, pettala underwearoda oda vituduvan, you karthik subburaj ajith mela yenya ivlo gaandu unakku	Negative 
 Thale fans made like button blue	Positive 
 SEMMMAA Karthi Anna Kalakkal MASSS	Positive 
 visvasam and petta inrha pongal sema vettama	Negative 
 Vetri sir making video its book i want soon sir	Positive 
 MARANA MASS  COMBO #THALA_AJITH  #YUVAN_DRUGS  #H.VINOTH	Positive 
 style ke amma mogudu jai ntr jai rajini sir	not-Tamil 
 Gola massa irrukunu solravanka like poduka	Positive 
 Rasichi eduthurukanya. Pazhaya Rajini style & dialogues verithanaman. Padam semma mass ah irukum 🤘	Positive 
 Thala & Yuvan sendhaale massdaaaa...	Positive 
 Movie parthu tu  vanthu trailer parthu rasichukittu irukean	Positive 
 Terika vittitiga thalaeathana vaati paarthalum salikadhu	Positive 
 BGM&, thala acting padathuku semma thrill kudukum pola	Positive 
 Pangalingala adichi thookalamaa thagida thagida thagida	Positive 
 Enaya trailer liyae kadhai a solitinga...	Mixed_feelings 
 Yarulam intha trailer pakuringalo, oru like pottu pongapa... Thala vera level..	Positive 
 Shankar sir sayma Maga hit movie all best sir	Positive 
 Dei vaitherichal la unlike pandravan la inga vanga da kola kaandula iruka kollama vida matta	Positive 
 Vikram Fans From Andra Pradesh like Vikram	Positive 
 Hit like thala ajith sir fans	Positive 
 Fan Made na ipdithaan pa irukkum	Mixed_feelings 
 Superb movie 🤩🤩🤩 waiting kaithi 2	Positive 
 pangaaligala unga friends ellarukum nkp trailer ah vegama share pannunga	Positive 
 Ppppaaa Namma sankar padam Tamil sinimavaye Tollywood vs Hollywood varaikum thyrimby paka vaikapoguthu Thank u sankar Sir	Positive 
 check here for more details	Positive 
 Chiyan vikram vaera vaera vaera lvl massss adithoooll therikithu	Positive 
 Mass mass mass enga தலைவர்	Positive 
 Remake of pink hindi movie ....	Positive 
 Am chitti reloaded version 2.0 mass dialogue	Mixed_feelings 
 Gommalakka veara leavel lla iruku	Mixed_feelings 
 467k va thanda matinguthu aana likes matum aathigam aakuthu	Positive 
 Trailer nalla ve ille, aana padam epadi irikum teriyadu, hope its good.	Mixed_feelings 
 All thambis dislike panrapo views varum da. Marandhutingala	Positive 
 can not wait for thala movie ................v love thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	Positive 
 Vikramuku Indha padam hit kodukum accept pannuravunga like pannunga	Positive 
 When Karthik subbraj  turned 90's KS Ravikumar .--> Mass and fun Rajini movie	Mixed_feelings 
 suspect peru dilli. i am waiting for kaithi.	Negative 
 Kaithi' and ' Sangatamizhan'  adikira adila 'Bigiluu' kizhiyanum	Positive 
 Iam from telangana Iam big fan of super star rajinikanth sir and super star mahesh babu	Positive 
 Dei ennada nkp BGM ah pottu irukeenga	Negative 
 Kanna Rajini rage Innum paakalaye....IPpo paarunga	Negative 
 thala ya remake la act panna vachi mass kondu tee kalada.	Positive 
 Vera level act... Chiya annaa semma	Positive 
 Karthik subbu,, verricheyal ma!!! Vaarey va	Positive 
 Karthik subburaj Ella Rajini padathayum eduthu parthu thalaivara Oru vazhi panni irukarnu nenaikiren....sirapana tharamana sambavam.super like	Positive 
 Nammatta kadu iruntha vangikkuvanunga Nammatta roova iruntha pudingikkuvanunga Namma padippa mattum eduthukkave mudiyathu chithambaram Vera level dialogue	Positive 
 Wow wow wow wow wow	Positive 
 Innum 29 k balance Pangalingala come on	Positive 
 Evanda athu unlike podrathu....... Rasana kettavaingalaa	Mixed_feelings 
 Iooo thala innum neraiya neraiya neraiya neraiya....neraiya🥂	Positive 
 First biggest Marana Mazz for VJS..	Positive 
 Rajni Nawaz VJ Sethupati in single movie	Positive 
 Nawazuddin ah enna Da panni vachrukinga?	Positive 
 Varanum mass varannum  athukku  avanthan  Poranthu varanum	Positive 
 Pannam evala venunalum selvalinga ticket edutthu Padam pakka muttagal nanga irrukom puplic	Positive 
 Thalapathy64 lum vera leval ah erukkum polaye.....!	Positive 
 Ulaga nayaganukkaga indha padam parpen ok va	Positive 
 Teasereya peramandrama irukeya trailer atha Veda Hmm sema	Positive 
 Liked for Rangaraj Panday sir. Rangaraj Pandey sir fans hit like.	Positive 
 Thala ya paaka innum 1 maasam wait pannanume  adhu varaikum indha trailer repeat mode dhan	Positive 
 I'm a Deputy Public Prosecutor	Positive 
 Karthi da idu pavadai Vijay anilkunjuhal savunkada bismi pondati pundaiya oka	Negative 
 Mugamoodi part 2  maari erukkum pola	Positive 
 Thala varanu vazhi vidungo .... Nee vaa  #Thala	Positive 
 Oct 4 Vara. Wait Panna mudiyuma.. trailer ah vanthu vanthu pakravanga. Like panunga	Positive 
 Ennada trailer fullah mass ah irukku ithula naa yethada 30 sec status ku edit pannuven	Positive 
 Long time ku apram ajith sir oda original voice apdiye kekuran.. rompa happy ya iruku... waiting thala	Positive 
 Dislikes pottavanga ellarum jaadhi veri pudicha dogs ah irupanunga..	Positive 
 1:15 to 1:18 thalaiver vetkam kuthikarapa iyo... Mudiyala	Positive 
 Kadasi word its super (oruthavanga mela visuvasatha katrathukaga innoruthavangala  asinga paduthathinga).	unknown_state 
 Supper  katta waiting thalaivar pongal  petta paraakk	Positive 
 Intha trailer dislike pandra va manushan na illa	Positive 
 Looks like shit CGI & Script	Positive 
 Vijay Sethupathi in commercial plot, set ellam pottu dance aadi irukaru appo pakka flop than...	Negative 
 THALAAAA polaaaaaaaaaaa varumaaaa loveeeee uuuu sirrrr🤗	Positive 
 neraya neraya neraya neraya neraya .	Positive 
 2.08   semma   palaya  rajini   okka makka  semmaya  iruku	Positive 
 All 7k dislikes viswasam fans	Negative 
 illaya super star DHANUSH than adi poli king	Positive 
 Far better than Kaala and Kabali	Positive 
 Thailaivar.. Back.. All rajini sirs fans hit like....	Positive 
 Thalaivaaaaaaaaaaa Marana Masssssssssss Intha Pongal Pettta Pongal ya🥰🥰🥰🥰🥰	Positive 
 Petta- likes BROKED KAL ODAACHACHU INIMAE HEAD thaan ore soruvu	Negative 
 Comments pakka ethana per. Vandhurkinga hit like button Always thala da	Positive 
 Bigil kuda motha thayar pola   alu	Negative 
 Bhai jo mera channel subscribe karega me uska channel subscribe karunga	Mixed_feelings 
 Sab hero Jhakmaare Rajini  Style Saamne	not-Tamil 
 Bigil movie illa naraya naraya naraya copy	Negative 
 English movie trailer Mari irukku....scenes with dialogues.... natchatira nayakanin aatatha paarka marana waiting....	Positive 
 Bat man  trailer patamari iruku	Positive 
 Rajini waste but Sankar mass director	Negative 
 Indha padatha remake panna solli Vinoth kita ketadhu thala dhan appo endha alavuku padam mukiyamnu parunga	Positive 
 Mugammoodi padam njavekam vanthavar like podu 🤠🤠 sk fan from kerala	Positive 
 y innum trending la varalaa ???	Positive 
 0:23 ANY ONE  NOTICE  X- MEN DARK PHONIX MOVIE  BGM......	Positive 
 Feels like inspired from #BhaveshJoshi movie	Positive 
 I didnt like it... Its like cartoon movie	Negative 
 Hei evanukkaaccum pondatti pulla kutty sentiment gintiment irunda apdiye odi poidu kola gaandu le irukken kollame vide maatten..massssssss	Positive 
 CALL OF DUTY UPDATED VERSION DOWNLOAD FROM MY CHANNEL	Positive 
 Dislikers lam ethuku inga varainga ponga da	Positive 
 Padaam pathuty vanthutu trailer pathavanga oru like poduga	Positive 
 Kaithi win no1  karthi   2025varai,	unknown_state 
 Trailer Bangam nu soldravanga ellam oru like ah podunga	unknown_state 
 Thala massFinal diaglogur semma mass da	Mixed_feelings 
 Super I m waiting kannada trailer    .....	Negative 
 Batippa vikkiravanga kitta irunthu stutetsa kappatha poraru....look like Baairava ....but ithula kasu neraya selau panranga pola	Positive 
 Seems to be similar to Malayalam movie chinthaamani Kolakkese	Mixed_feelings 
 Ippo enna panna porom  Like panna porom	Positive 
 thalaivar varum bodhu mezhuguvarthi anajadha paatheengalaa stand. irattai mezhuguvarthi simonukku tharamaana sambavam	Positive 
 Enna da innum, 1million like kuda varala	Positive 
 Semma mass, after shivaji Rajini very nice make up and look, great star	Positive 
 Come on fast 1m likes	Positive 
 Oii ajith Un movie nalla ella	Negative 
 SK Anna Vera level .    SK FANS LIKE HERE'S	Mixed_feelings 
 Little impeessing film Epadi iruku nu papom	Mixed_feelings 
 81k watch 94 k like epdi bro	Mixed_feelings 
 800k like super 1m like varanu	Positive 
 Vara level sk Anna I am waiting for movie sk sk sk	Positive 
 Singa thoda mudi narijita kade bayapitada	Negative 
